postcode,lat,lon
BS40 7SN,51.325635,-2.712562
NP25 4BG,51.774606,-2.805068
NN7 4BD,52.227592,-0.983235
NE38 9ED,54.881744,-1.544034
CF62 6QL,51.393847,-3.301532
BD10 8PA,53.839683,-1.729976
DD11 2QJ,56.571616,-2.622856
CH42 9PG,53.372874,-3.040893
S17 3EH,53.329071,-1.540326
PO36 0LA,50.654955,-1.202686
IP15 5PD,52.160598,1.581137
SA44 5BP,52.0438,-4.348194
PE29 1AP,52.339646,-0.168837
NG5 2AW,52.974412,-1.152676
SK9 3UG,53.341523,-2.212377
NR17 2FD,52.525322,1.034559
BN2 4DP,50.838975,-0.113699
NN14 1SW,52.370034,-0.814726
BB10 4NP,53.785813,-2.216788
RH20 3EP,50.944784,-0.425143
EX23 9QT,50.873342,-4.487983
KT6 7EY,51.375178,-0.292504
S10 2GJ,53.379113,-1.487745
TD14 5PE,55.888202,-2.160302
IV14 9AE,57.606277,-4.525821
DD10 8TX,56.710346,-2.45958
GL6 9DZ,51.706092,-2.194305
PH26 3NX,57.302583,-3.667822
LS17 9NN,53.859512,-1.506986
RG12 9JF,51.408126,-0.745714
GU30 7ET,51.073316,-0.802446
SW15 2QT,51.458232,-0.205098
HP2 7JU,51.775839,-0.440098
RH1 3JD,51.260722,-0.141979
N5 1TL,51.555331,-0.099964
DG8 8LH,54.701562,-4.364695
LA1 2JP,54.064154,-2.807054
FK2 0FS,55.971946,-3.708686
KY15 7SW,56.275288,-3.079975
PE33 9QR,52.569763,0.490378
FK10 3NX,56.127108,-3.774351
LS8 1LG,53.834542,-1.517718
B36 8NG,52.501286,-1.800607
WV12 5PH,52.603218,-2.033179
NE10 9SA,54.939423,-1.575114
G83 9EB,55.992722,-4.566254
BA12 6NF,51.080024,-2.316805
NE13 8BB,55.015265,-1.680825
PH26 3LY,57.304732,-3.684834
BN15 9NZ,50.83321,-0.326525
NG18 5JS,53.143262,-1.223275
GU31 5HQ,51.007904,-0.851393
SM4 6AA,51.39781,-0.184663
N21 3JQ,51.631403,-0.094692
LA3 1AU,54.062496,-2.878174
EX31 4RR,51.111714,-3.961067
IP12 3DR,52.079675,1.324271
GU15 2DY,51.33438,-0.726439
NE32 3PS,54.98233,-1.485846
BA4 4LD,51.203091,-2.478703
OX26 6HB,51.892492,-1.147655
CO2 9LD,51.869557,0.875416
CT19 5DB,51.089142,1.170625
KY10 2AY,56.206044,-2.763879
B98 0SJ,52.303779,-1.882792
SK23 6DQ,53.337391,-1.937277
TW15 3SF,51.426013,-0.477886
DY12 1NP,52.399061,-2.309037
BS21 7UB,51.432487,-2.870322
SW11 6AD,51.454986,-0.155865
CM19 5RH,51.74862,0.068451
ME20 7FQ,51.294788,0.476293
CW1 2BA,53.100339,-2.437662
CT11 9PP,51.337258,1.405242
EX32 7RJ,51.085202,-4.043569
HG3 2DJ,54.023882,-1.568549
LN7 6EB,53.502293,-0.427473
L32 0RD,53.485281,-2.904106
AB15 8FT,57.13305,-2.209793
S32 2HE,53.30071,-1.627749
NG24 2NN,53.10375,-0.782406
SM5 2PQ,51.364613,-0.17211
GU52 7TX,51.269844,-0.839045
SE22 0HQ,51.453104,-0.063655
NW2 2RT,51.55692,-0.209942
S71 2RF,53.570969,-1.446456
SO21 2BA,51.028265,-1.330851
SY20 9TT,52.656894,-3.848196
NE65 0WR,55.340047,-1.610081
EH20 9DF,55.873591,-3.149108
SE15 3BE,51.45851,-0.052368
DD11 5JU,56.574138,-2.572724
BD23 5BS,54.073666,-2.014421
S40 1JD,53.238001,-1.459959
HD9 2PS,53.565929,-1.804134
GU5 9RH,51.193728,-0.441807
TW10 6PL,51.457482,-0.297721
TQ9 6AG,50.460953,-3.717187
CO9 1GW,51.933954,0.592007
PL20 6AW,50.487393,-4.080437
BB3 1HA,53.70486,-2.475376
EN10 6FU,51.722823,-0.031097
PL1 3LP,50.367397,-4.15787
DD4 9JR,56.487633,-2.935007
LL43 2AH,52.77734,-4.085768
EX23 8EP,50.825242,-4.540466
SW9 8AN,51.462052,-0.120641
BA1 7DD,51.401482,-2.329702
HU3 5BB,53.741437,-0.381245
NG23 6BG,53.11066,-0.857341
EH4 1EA,55.957673,-3.216035
TR11 5PJ,50.137891,-5.158598
DE3 9XA,52.911427,-1.521307
S70 5RR,53.514881,-1.476353
OX16 9DG,52.047969,-1.33886
SG19 2SA,52.142213,-0.298683
G77 5UY,55.759079,-4.348812
IP28 8DW,52.374206,0.467017
W3 8AQ,51.503005,-0.269672
G46 7SJ,55.804778,-4.318481
CO10 7QX,52.100733,0.670886
CW8 1HS,53.246483,-2.555442
CA10 1TX,54.675265,-2.563007
PE28 3LU,52.357881,0.010302
SO19 9FP,50.89185,-1.378223
EX14 3PA,50.795712,-3.218465
G33 2SN,55.86712,-4.178619
LS17 9NW,53.858786,-1.50105
SL6 5JW,51.526675,-0.758302
FK10 4EY,56.106383,-3.744291
KT4 8PL,51.382524,-0.227026
OX26 3HS,51.90838,-1.153954
SA65 9TY,51.986552,-4.814311
PE6 7BL,52.633149,-0.350323
IP1 6PP,52.082289,1.146626
TN1 2LB,51.139515,0.274344
LN13 0BQ,53.270798,0.076664
B11 4SB,52.456089,-1.865245
CA7 8JR,54.713288,-3.014444
TQ4 5BH,50.434497,-3.56784
TA18 7DA,50.890814,-2.789746
WA7 2EJ,53.336384,-2.701802
WD17 4YP,51.669374,-0.410569
EH7 6LE,55.958274,-3.148781
SL6 8JH,51.53642,-0.700781
SR3 3HP,54.874995,-1.425235
SN7 7QU,51.651968,-1.599323
G1 1EB,55.859202,-4.251237
HR5 3RA,52.174459,-3.15929
PR25 1JA,53.689488,-2.714598
PO16 0LJ,50.848842,-1.180518
SE21 7JS,51.449492,-0.086371
BS40 5EJ,51.343801,-2.787421
GU16 9XA,51.311313,-0.729574
TN17 2AR,51.123258,0.558245
SE8 5SD,51.488753,-0.039483
AB39 3YJ,56.940082,-2.353776
CV36 4NF,52.088407,-1.689944
BD10 8QH,53.827134,-1.737151
ML8 5JJ,55.752274,-3.882681
SG18 0BQ,52.092854,-0.267438
CR8 2NF,51.344149,-0.111126
SK15 3FL,53.504826,-2.015204
TR6 0DS,50.344763,-5.158571
HG5 8LE,54.00076,-1.467836
EH47 7AZ,55.87708,-3.587728
YO62 5AF,54.24787,-1.065259
KY7 5AB,56.19336,-3.148208
PE30 1LY,52.757146,0.395902
CH8 7EY,53.28587,-3.202208
GU2 9PY,51.255788,-0.586968
G81 3AE,55.909326,-4.40967
DE24 8GY,52.901966,-1.434321
IV4 7GB,57.480142,-4.470308
PO5 4DR,50.791334,-1.091844
NP7 6AL,51.829665,-3.010416
DN36 4HL,53.527936,-0.055367
NG5 2JR,52.980866,-1.14765
DN38 6JP,53.569919,-0.40394
RH6 7LJ,51.164915,-0.166757
IV30 5UJ,57.700715,-3.489908
N6 5DE,51.574283,-0.13443
TN2 4ET,51.146285,0.325178
SE21 7HJ,51.43426,-0.077109
TN1 2RH,51.138175,0.269718
M5 5FW,53.484467,-2.307985
DH7 8NJ,54.74918,-1.627178
BN25 3AN,50.781986,0.10626
EH12 0DE,55.946379,-3.32604
BB2 7DF,53.76506,-2.500313
PA21 2BE,55.900041,-5.241423
NR20 5RT,52.782838,1.011199
N14 6LL,51.624965,-0.12153
IP1 1BJ,52.057221,1.155674
LE8 6HU,52.572425,-1.182329
LS12 5QL,53.789173,-1.615534
IP19 0RG,52.362608,1.495546
CT19 4BJ,51.086324,1.148598
BS16 6JT,51.495796,-2.508372
ZE1 0WA,60.143176,-1.270918
M26 1EQ,53.54084,-2.363124
LL46 2RY,52.84265,-4.116422
S45 8DR,53.167086,-1.376783
G61 1EA,55.912466,-4.336766
CV37 8NW,52.119469,-1.691514
BD24 9FP,54.071122,-2.284566
NP4 7DX,51.726966,-3.063331
NW4 1AS,51.594558,-0.222925
SL7 1JY,51.576487,-0.764031
SW18 5AP,51.443194,-0.200229
SA6 8NL,51.64782,-3.941521
SG8 0EA,52.131814,-0.099162
BN1 6DE,50.836871,-0.138923
TN2 5JR,51.116,0.275989
HR4 8AQ,52.129904,-2.746041
TW18 2HA,51.427276,-0.508987
EX39 4LB,51.056097,-4.178905
G74 5BZ,55.773729,-4.217507
RH19 3UR,51.127332,0.005884
DD11 2AQ,56.556937,-2.599026
S72 0BH,53.556438,-1.348842
WN8 7HG,53.592722,-2.767777
EH29 9FJ,55.960122,-3.40481
LA6 2PG,54.197748,-2.659791
CH2 4ES,53.216776,-2.853228
PL23 1JB,50.330875,-4.642945
SK17 6LL,53.253889,-1.914541
CO4 9ES,51.918984,0.909859
CB1 7TH,52.181457,0.144502
PR7 4DY,53.607049,-2.613789
AB15 8UP,57.152894,-2.223321
KA29 0AA,55.75761,-4.854941
IV2 6EP,57.444939,-4.254987
CA17 4NG,54.429592,-2.428609
EH39 5HT,56.055221,-2.789625
TD9 7BN,55.431862,-2.788853
SE22 8UN,51.449845,-0.077077
SK16 4DW,53.478017,-2.089521
DN14 6LD,53.710097,-0.870196
NN3 8JW,52.26545,-0.839614
AB51 0FE,57.233895,-2.345482
CV32 5DB,52.29053,-1.547788
KT5 8JL,51.389033,-0.291063
BN43 5ES,50.833615,-0.279575
SA65 9QS,51.984136,-4.976447
G23 5NE,55.906401,-4.294513
LA15 8RU,54.158116,-3.179174
SS6 9PD,51.598347,0.610405
SK7 3BH,53.378879,-2.154779
PA5 0PB,55.822526,-4.53576
AB30 1JE,56.831422,-2.47957
SW20 0BA,51.410024,-0.234796
PO20 3RH,50.840405,-0.668804
NG17 1NQ,53.119683,-1.274682
S71 1DE,53.557701,-1.474058
KW9 6PW,58.006973,-3.857339
RG14 6HD,51.383471,-1.345616
HP7 0NR,51.645128,-0.651051
WF16 9NF,53.710387,-1.661294
YO51 9GY,54.099474,-1.401216
LS26 0UN,53.75415,-1.493054
DE72 2DG,52.857226,-1.389219
PH3 1PY,56.292728,-3.720434
G75 0HG,55.745376,-4.179955
RH16 2EG,51.008184,-0.082168
LE67 6DA,52.697539,-1.400675
BD23 2JX,53.9608,-2.005603
KA3 2HJ,55.632597,-4.497097
EH39 4QL,56.055576,-2.74106
LN7 6AT,53.510145,-0.228763
FK1 5PW,55.991569,-3.793018
NE22 5PW,55.138108,-1.572678
DH4 7HS,54.877415,-1.490252
EH19 3RY,55.874506,-3.086453
EH40 3DD,55.985278,-2.652903
BL1 7ES,53.607618,-2.432358
NG8 1BX,52.947504,-1.193578
UB8 3WR,51.527115,-0.461515
KT6 4EW,51.391676,-0.308378
HU16 5UD,53.789205,-0.455772
RG20 9HG,51.350074,-1.324865
WR2 6SH,52.210477,-2.274417
TR19 6BY,50.074565,-5.623587
FY5 5EH,53.865605,-3.008488
OX3 8PD,51.75678,-1.202161
CB21 4YT,52.100575,0.273479
TS14 8LA,54.523496,-1.062838
TD15 1US,55.79298,-2.104483
CB8 0HR,52.244276,0.403841
GL15 6PA,51.706626,-2.607681
TW3 3DF,51.472914,-0.381596
RH16 3NA,50.997757,-0.083011
SA65 9NY,51.996369,-4.977099
SA20 0PG,52.104598,-3.771368
TQ14 9QL,50.552556,-3.538919
SW17 0TW,51.431215,-0.178099
RH15 0SS,50.969976,-0.115034
SK15 1JF,53.494698,-2.063691
G61 1LT,55.910106,-4.342111
TD1 2RN,55.698032,-2.863862
EH17 8FA,55.891922,-3.160107
PR4 4JN,53.728737,-2.737348
TN11 0JR,51.223568,0.365034
KY4 8LX,56.107334,-3.339338
NR19 2UH,52.68164,0.947285
DL8 2SL,54.246076,-1.630629
EH19 2HA,55.880187,-3.105951
CM1 3GS,51.728594,0.459879
SS0 7LA,51.539778,0.696168
SE9 4HZ,51.428302,0.036041
AB12 3RY,57.09451,-2.101062
HU19 2EA,53.729614,0.03022
NE23 6DQ,55.083658,-1.584585
DT6 6NR,50.774989,-2.897585
WA8 6ED,53.369774,-2.726503
RG9 1NR,51.524535,-0.90423
BR3 1DT,51.408842,-0.027058
NE24 3QH,55.107602,-1.510792
PH33 7AL,56.835979,-5.14687
G41 1RH,55.840984,-4.265437
AB43 9JE,57.693256,-2.011181
AB12 3TZ,57.102316,-2.092526
YO16 6HF,54.105456,-0.198454
SA73 1AB,51.720296,-5.022486
HP9 1RP,51.603909,-0.646352
KT19 9TQ,51.352124,-0.263255
TR13 9AS,50.085596,-5.308358
KY11 4SY,56.067077,-3.450013
PO30 3AY,50.672998,-1.236327
TN2 3GG,51.145998,0.275778
B77 4LG,52.61125,-1.651208
EX17 2BX,50.792561,-3.655903
NN1 3QQ,52.24479,-0.887638
S12 2QL,53.349059,-1.431126
BB2 7FG,53.760908,-2.519331
CF5 4BW,51.481887,-3.240269
W5 2DZ,51.519813,-0.307419
WF10 4TB,53.725228,-1.349937
OL16 4NE,53.598663,-2.095595
S20 7LX,53.338514,-1.346624
DG13 0JS,55.150839,-2.995465
NR14 8SP,52.61173,1.319265
SR6 8NX,54.933036,-1.386234
BS10 7AZ,51.50603,-2.622108
OX12 0FH,51.636773,-1.390324
GU26 6SX,51.113552,-0.736204
EH8 9JR,55.943392,-3.18499
L40 4BQ,53.598169,-2.803083
EH17 8PE,55.899205,-3.141836
CT15 6DU,51.150673,1.383097
LS10 3NU,53.752761,-1.529346
TA21 0AS,50.98747,-3.241974
EH26 0GY,55.841493,-3.224398
PL19 9ND,50.606807,-4.085998
DN37 9SG,53.5654,-0.14319
BH9 1PZ,50.748154,-1.873514
DN4 7SA,53.505996,-1.097291
NR9 3NQ,52.615373,1.195084
LS22 5LZ,53.910855,-1.413872
FK8 3RD,56.180013,-4.313171
PR3 0AS,53.955187,-2.782755
CH4 7LR,53.175659,-2.903595
HA3 7EF,51.602588,-0.333237
LE4 2JD,52.666213,-1.138356
OX44 7TQ,51.668718,-1.08546
BS23 2TH,51.35515,-2.965558
NP13 1HJ,51.735782,-3.130342
IV18 0JU,57.694162,-4.177145
HA8 7TH,51.618405,-0.289453
DG1 4RR,54.996981,-3.519992
YO12 6RP,54.301671,-0.412742
DN6 7AP,53.572009,-1.185028
L37 3RW,53.559618,-3.073554
NN1 4LP,52.242993,-0.876142
SA62 6RR,51.871276,-5.283405
LE10 3EG,52.530267,-1.397674
CH3 7PN,53.176933,-2.816797
CB24 8RZ,52.286983,0.125121
BN1 8TJ,50.864604,-0.133726
SA7 9DY,51.671698,-3.8774
GL52 3EH,51.916476,-2.056539
GL14 2AR,51.822143,-2.494192
NN14 4UE,52.392934,-0.531991
HU8 9FG,53.778328,-0.280032
W2 5SX,51.522404,-0.190592
BB4 6EE,53.689945,-2.298777
G64 1QF,55.903304,-4.221794
GU7 1UT,51.185666,-0.593062
W4 5AR,51.501069,-0.266503
DE5 9PN,53.042434,-1.383936
HU17 8LB,53.824492,-0.434519
KA20 3NW,55.631885,-4.74765
IV26 2XE,57.897946,-5.159153
RG14 7US,51.385515,-1.324042
PR1 3NS,53.757079,-2.699532
PH31 4AQ,56.890719,-4.866289
IV52 8TP,57.336386,-5.653046
DH8 0PJ,54.89343,-1.841045
PH11 8AP,56.620173,-3.230022
N4 3QY,51.564366,-0.117075
TR19 7HX,50.12409,-5.681121
RH10 4HA,51.122463,-0.085055
SK6 7DJ,53.393726,-2.055389
SK16 5JL,53.475424,-2.069553
IP6 8FE,52.156249,1.052089
KA18 3LE,55.465418,-4.23326
NP7 7PG,51.900472,-2.977325
KA21 5NW,55.638601,-4.782156
TR2 5BB,50.160815,-5.013109
LS20 8JN,53.872233,-1.731971
HA2 8QL,51.562552,-0.366189
N19 3HY,51.566026,-0.126947
AB22 9AB,57.190475,-2.133447
IV22 2ND,57.86211,-5.528511
M16 0JF,53.453603,-2.285173
AB52 6PW,57.310798,-2.622939
B30 1HL,52.420846,-1.93758
TR11 3LL,50.150739,-5.073867
EH45 9DX,55.647618,-3.196284
EH11 1BX,55.939687,-3.219378
RH17 7ED,51.036331,-0.03067
W5 3EA,51.522062,-0.287602
CA22 2LQ,54.47447,-3.537344
LN1 2PT,53.273389,-0.663367
B92 9AU,52.44991,-1.774492
NG10 4EF,52.909038,-1.29291
CO16 8HG,51.804489,1.093499
DD10 8RY,56.71911,-2.460782
CB9 0LP,52.077643,0.455064
DD4 7GA,56.471435,-2.914367
DG8 6JS,54.960595,-4.48598
PL20 6LN,50.535697,-4.049229
DT1 1NT,50.711345,-2.426297
EX16 6RA,50.90659,-3.484485
NG4 1GE,52.967132,-1.108942
BN6 8DY,50.9278,-0.141031
NE43 7DA,54.955655,-1.885397
WA6 0FS,53.266092,-2.7753
CB4 1EF,52.216305,0.139329
AB24 2YP,57.175143,-2.119145
AB15 5JY,57.146846,-2.145694
YO25 4AH,54.018171,-0.389406
BA2 1EL,51.377309,-2.390248
BB4 8JQ,53.708494,-2.291303
BH13 7RB,50.68501,-1.948664
KT3 6PG,51.391366,-0.244493
EX20 4AD,50.622458,-4.181643
WF3 1AD,53.726546,-1.583777
TA4 4PF,51.160437,-3.3162
IV30 4BP,57.65305,-3.300786
TW4 5BG,51.462611,-0.383112
CH48 9UP,53.373082,-3.156096
PL25 5TF,50.342257,-4.82331
IG11 9TA,51.540384,0.083914
SP3 6JN,51.065286,-2.077368
HG2 0LT,53.990083,-1.546839
NG13 8ED,52.952346,-0.939382
LA1 4UL,54.036596,-2.797786
SN7 8PE,51.622861,-1.489895
PE26 2RJ,52.453035,-0.157332
NW1 9PH,51.541913,-0.140083
BS5 9TY,51.452621,-2.564867
SA73 3PP,51.709956,-5.054537
DG8 0HJ,54.911747,-4.606061
HD9 5PQ,53.595298,-1.855308
AB56 1TD,57.684302,-2.938704
IV25 3PD,57.885536,-4.028962
CO6 4JA,51.973215,0.873796
AB54 7SY,57.559502,-2.630908
LS8 2TX,53.834295,-1.499213
EH32 0BF,56.005414,-2.866512
GU5 9PA,51.206531,-0.442014
PL25 3EY,50.351188,-4.769546
MK14 7DP,52.050469,-0.76278
GL14 2AA,51.822015,-2.496788
B26 3BN,52.457955,-1.788653
WR2 4TH,52.13192,-2.240698
PH33 6QQ,56.822604,-5.083897
WS7 2BG,52.686439,-1.932396
OX4 4RR,51.72542,-1.22597
KT24 5HF,51.292394,-0.42354
S40 3NF,53.223183,-1.474927
G52 3ES,55.842573,-4.3468
GU6 7AS,51.14574,-0.484436
PA21 2EP,55.956009,-5.315171
LA23 2EW,54.370539,-2.90975
G68 9LG,55.938264,-4.035158
FK10 4LX,56.067697,-3.721997
PA67 6DL,56.321152,-6.214647
CB4 1AQ,52.216252,0.127835
PE22 8BX,53.119548,0.001235
SE20 7XJ,51.403122,-0.066368
LS23 6AD,53.903206,-1.342785
ME16 0WD,51.269244,0.485341
AB23 8WS,57.249494,-2.087136
DL8 3JJ,54.309211,-2.136522
PA34 4TB,56.291579,-5.655665
CT2 0HT,51.304061,1.123678
TD13 5XU,55.932223,-2.362787
KT18 7DY,51.320596,-0.275454
EH1 2LH,55.94691,-3.198404
NE29 8FF,55.024508,-1.481097
DE7 8JA,52.980475,-1.304762
DY11 6RG,52.386335,-2.2629
EH14 5TB,55.894737,-3.331619
GU32 3PS,51.007238,-0.974478
CA4 0PB,54.780211,-2.908444
CA8 9EX,54.862778,-2.771142
BS5 0EE,51.459085,-2.578102
TN27 9EP,51.180714,0.716041
LE9 6HN,52.521021,-1.218493
SA3 2EL,51.588074,-4.097404
CF48 2UA,51.791758,-3.37074
S63 0QD,53.541927,-1.322295
MK17 8DX,52.012397,-0.636218
DY4 0NR,52.535552,-2.055389
LN11 7ED,53.379539,0.074435
BB4 5AN,53.715812,-2.322128
SA40 9UX,52.074164,-4.210594
L31 9DZ,53.518898,-2.932211
AB11 6FP,57.141069,-2.110955
B3 1JH,52.481824,-1.908074
SK6 2NX,53.418556,-2.113169
TS12 1EG,54.584791,-0.976065
LD8 2AF,52.274448,-3.003999
SA6 6AQ,51.670875,-3.927973
TF2 8DL,52.726719,-2.431362
NG5 2EU,52.978254,-1.152172
E3 5DB,51.529201,-0.036218
SO51 8AG,50.990023,-1.492031
BN21 2BZ,50.776029,0.28184
DN7 6HZ,53.576109,-1.005574
KW14 7RE,58.560178,-3.769057
TD15 2UD,55.650951,-1.977202
BD16 4LA,53.850783,-1.833863
YO42 4LZ,53.856532,-0.813727
NE65 0TD,55.342469,-1.611508
SY4 2FS,52.79643,-2.848103
EH54 9DX,55.872369,-3.503497
NE13 6HJ,55.056213,-1.623018
EH8 8JA,55.954893,-3.161477
BA14 7QJ,51.330212,-2.178572
WA14 2AW,53.383078,-2.361192
LL13 8SW,53.047897,-2.981534
AB23 8QU,57.19283,-2.099544
BS35 1RP,51.663264,-2.553676
LE5 5EL,52.634395,-1.103081
BL9 8NL,53.558088,-2.283657
AB41 6FD,57.322088,-2.003952
SA18 2BE,51.801614,-3.934635
WF17 6DW,53.704357,-1.608445
HU11 5EW,53.835576,-0.271031
KA23 9LP,55.683943,-4.858462
EX8 2FL,50.621234,-3.385102
SA71 4QE,51.678817,-4.916888
TA7 0PB,51.090057,-2.895221
CV3 2BJ,52.390701,-1.413242
LN3 4JJ,53.240947,-0.45376
CV34 5QN,52.287879,-1.563285
ML5 5GB,55.848928,-4.038217
DY10 2QJ,52.393786,-2.24268
OX13 5EJ,51.690277,-1.434194
N19 3SJ,51.572014,-0.126889
GL2 2HR,51.815439,-2.263476
KT18 5UJ,51.314141,-0.242334
MK10 9TS,52.041581,-0.715896
TR7 2HR,50.407617,-5.074694
SK1 4BH,53.408013,-2.138157
UB9 6BJ,51.604554,-0.483577
HU17 8UU,53.826577,-0.438763
LS28 8BJ,53.793539,-1.680151
PL15 8NE,50.693238,-4.456178
NP18 2HD,51.598099,-2.883428
TS7 8QS,54.533555,-1.196826
RG6 7LS,51.433977,-0.912186
AB21 7NQ,57.206714,-2.176338
PA72 6JF,56.515492,-5.947903
EH7 5LG,55.962752,-3.177908
EH4 8BY,55.956725,-3.30349
FK9 5DT,56.138312,-3.941748
CA3 9SE,54.909644,-2.947638
SG19 2DP,52.121802,-0.197544
SY23 3DS,52.43584,-4.059235
TS24 0PZ,54.695717,-1.177817
PL14 4JP,50.441257,-4.475156
DE6 1JJ,53.051383,-1.686813
B69 1HB,52.497309,-2.027884
TS17 9PF,54.531995,-1.297072
PE21 7PB,52.977096,-0.069715
SK23 9TQ,53.318599,-1.930953
NE35 9HU,54.952338,-1.464041
BB7 1PE,53.876116,-2.383106
GL1 3HH,51.868749,-2.233171
SP8 4PG,51.035688,-2.264675
SK14 3SA,53.454891,-2.058857
DD4 0RN,56.490189,-2.918785
WS12 4RP,52.720105,-2.014288
DD10 9TL,56.692162,-2.550706
DT11 8QQ,50.915603,-2.203546
GU10 1QZ,51.210912,-0.753627
BN1 3LJ,50.825008,-0.143427
SA43 2BJ,52.13083,-4.551268
SY13 3NT,52.935927,-2.686377
DE6 1GY,53.010531,-1.73675
TD7 5AA,55.546132,-2.845628
LS19 6NG,53.857274,-1.676043
BS49 4JX,51.385608,-2.810786
NG31 8QS,52.913998,-0.673397
NP10 9JR,51.597496,-3.070266
KY1 3DX,56.126916,-3.13643
TR19 7EJ,50.154828,-5.667912
BA4 6AP,51.158762,-2.417055
NW2 4EN,51.549498,-0.218782
CH1 6HB,53.215491,-2.966478
LN11 7SS,53.378042,0.140843
HP10 8AJ,51.642841,-0.698551
EH39 5HT,56.055221,-2.789625
RG9 5DT,51.551978,-0.990793
DY8 5RX,52.479747,-2.162871
DY5 2UL,52.477566,-2.122786
G84 9JG,56.008185,-4.733729
KT17 4BD,51.336277,-0.257695
KA25 7EA,55.753268,-4.681301
BA16 0SN,51.119535,-2.736089
AB39 2UH,56.901058,-2.289027
EH33 2QJ,55.938281,-2.956402
TS26 8DW,54.685903,-1.220192
ME10 4QD,51.331856,0.743184
YO61 4TA,54.127773,-1.143406
BH21 2JF,50.802283,-1.949067
CV34 7BT,52.264982,-1.554015
LS15 7TZ,53.807314,-1.464062
SE21 8JD,51.441756,-0.104495
LE10 1RB,52.545103,-1.37054
DN37 0RQ,53.506403,-0.110233
DH7 6LP,54.816884,-1.623957
DD10 9TS,56.672975,-2.54806
N3 2TR,51.595299,-0.183813
SG8 5EE,52.057513,-0.023693
E14 9RG,51.505039,-0.006854
TN15 6RA,51.307122,0.214426
CB4 1NZ,52.218139,0.146048
DT6 4SU,50.715167,-2.757115
BR5 2DD,51.389854,0.106446
ST4 6PA,52.99306,-2.206415
CA11 7XF,54.665792,-2.753405
RG4 9SP,51.518489,-0.980018
W13 8HQ,51.518916,-0.317527
AB11 8JU,57.134471,-2.082107
WF4 4AB,53.631502,-1.632437
BA15 1DY,51.343503,-2.251185
TN2 5EN,51.120339,0.266057
DN5 0LG,53.567958,-1.151676
DY12 1XB,52.420063,-2.347577
PO30 1DP,50.692159,-1.306308
RH12 0AQ,51.098045,-0.242386
NN6 6HB,52.416659,-1.058733
BA11 4DY,51.223931,-2.330194
SY20 8QG,52.60592,-3.844801
TA24 6PN,51.189652,-3.441532
E12 5JL,51.552868,0.057293
LS24 9QD,53.826781,-1.275457
ST3 5HH,52.993306,-2.099478
PE24 5LB,53.161372,0.244306
DG9 0QB,54.970962,-5.155475
EH10 4DQ,55.935119,-3.209678
TD14 5PB,55.884217,-2.152302
CB8 0NT,52.245334,0.389835
TD15 1LS,55.772809,-2.006031
NG22 9LP,53.214022,-0.968183
LA22 0DY,54.427178,-2.965141
CW1 3TG,53.111362,-2.449127
CA18 1RT,54.363752,-3.341601
LA5 9EH,54.121928,-2.778371
NN4 0SU,52.206371,-0.895856
SE20 8RY,51.415864,-0.057661
E8 2BS,51.554057,-0.068167
G77 6GA,55.767246,-4.348984
B91 2SB,52.42387,-1.76267
EH6 6TG,55.973909,-3.176615
DA16 3DA,51.47205,0.105953
SP7 8LD,51.00459,-2.208245
G75 8BH,55.759121,-4.1972
LA3 2JX,54.042898,-2.88981
EH4 3NU,55.951104,-3.254649
BN3 4JJ,50.829731,-0.192216
B90 3BZ,52.404744,-1.81588
KY10 3QZ,56.260184,-2.628505
BS37 4NP,51.534034,-2.408253
SW14 8ER,51.46866,-0.265241
LU2 7QZ,51.886538,-0.416681
TA1 5FF,51.010987,-3.139079
YO15 3LR,54.075641,-0.20381
DG2 7PL,55.061315,-3.630457
LN1 2UW,53.295797,-0.557457
BH9 2SH,50.75106,-1.883457
FK8 2PF,56.107583,-3.950604
BH9 2SH,50.75106,-1.883457
KT13 0PA,51.348669,-0.438821
W6 8JQ,51.490066,-0.219328
N1 8RA,51.536932,-0.099205
WD18 6LD,51.644985,-0.415643
HA0 2LH,51.552847,-0.317098
SO41 0JA,50.755491,-1.620346
TD15 2YL,55.751244,-2.016829
PL23 1DT,50.337915,-4.635394
NE24 5BF,55.133057,-1.527011
LS29 9PR,53.922059,-1.836154
G44 3AS,55.814263,-4.264808
KA20 3EA,55.642327,-4.757807
CA3 0AH,54.919335,-2.939959
TW2 5TW,51.442972,-0.3394
TR11 3JD,50.153004,-5.067137
EH7 6TS,55.958331,-3.126983
CV2 2ES,52.428119,-1.441066
NR27 9RA,52.938595,1.243738
TA6 6DY,51.115896,-3.003315
SW11 2LA,51.465167,-0.161717
LS26 0LE,53.749728,-1.474409
S32 4UB,53.27348,-1.669552
SE22 0HQ,51.453104,-0.063655
NE71 6AF,55.546041,-2.008515
FK15 9QQ,56.264733,-3.879409
EX13 7LZ,50.814585,-2.996268
EH6 4JJ,55.979557,-3.189798
KT6 5DW,51.390572,-0.311049
NN1 5JR,52.240302,-0.871099
LE13 1QU,52.768141,-0.875505
NR15 2AJ,52.451645,1.17541
DA5 1LW,51.443396,0.151632
DG10 9RQ,55.300168,-3.531048
EH24 9EZ,55.857611,-3.131624
NW10 9PU,51.542519,-0.253406
SA45 9NJ,52.213875,-4.359143
TD14 5PP,55.89746,-2.129775
TA22 9DA,51.041818,-3.551156
SO16 8HA,50.942099,-1.444004
